0.30	4.0	0.665544
0.30	4.5	0.665544
0.30	5.0	0.661104
0.30	5.5	0.699498
0.30	6.0	0.72584
0.30	6.5	0.760423
0.30	7.0	0.733717
0.30	7.5	0.758004
0.30	8.0	0.745377
0.30	8.5	0.729979
0.30	9.0	0.745012
0.30	9.5	0.901629
0.30	10.0	0.903485
0.30	10.5	0.909725
0.30	11.0	0.900921
0.30	11.5	0.908198
0.30	12.0	0.908198
0.30	12.5	0.908198
0.30	13.0	0.880877
0.30	13.5	0.861512
0.30	14.0	0.779452
0.30	14.5	0.780904
0.30	15.0	0.77349
0.30	15.5	0.762871
0.30	16.0	0.717987
0.30	16.5	0.712685
0.30	17.0	0.709319
0.30	17.5	0.766487
0.30	18.0	0.76051
0.30	18.5	0.76051
0.30	19.0	0.747102
0.30	19.5	0.747102
0.30	20.0	0.746587
0.30	20.5	0.746587
0.30	21.0	0.739748
0.30	21.5	0.739748
0.30	22.0	0.718517
0.30	22.5	0.718517
0.30	23.0	0.719815
0.30	23.5	0.720479
0.35	4.0	0.665544
0.35	4.5	0.665544
0.35	5.0	0.661104
0.35	5.5	0.699498
0.35	6.0	0.72584
0.35	6.5	0.760423
0.35	7.0	0.733717
0.35	7.5	0.758004
0.35	8.0	0.745377
0.35	8.5	0.729979
0.35	9.0	0.745012
0.35	9.5	0.901629
0.35	10.0	0.903485
0.35	10.5	0.909725
0.35	11.0	0.900921
0.35	11.5	0.908198
0.35	12.0	0.908198
0.35	12.5	0.908198
0.35	13.0	0.880877
0.35	13.5	0.861512
0.35	14.0	0.779452
0.35	14.5	0.780904
0.35	15.0	0.77349
0.35	15.5	0.762871
0.35	16.0	0.717987
0.35	16.5	0.712685
0.35	17.0	0.709319
0.35	17.5	0.766487
0.35	18.0	0.76051
0.35	18.5	0.76051
0.35	19.0	0.747102
0.35	19.5	0.747102
0.35	20.0	0.746587
0.35	20.5	0.746587
0.35	21.0	0.739748
0.35	21.5	0.739748
0.35	22.0	0.718517
0.35	22.5	0.718517
0.35	23.0	0.719815
0.35	23.5	0.720479
0.40	4.0	0.665544
0.40	4.5	0.665544
0.40	5.0	0.661104
0.40	5.5	0.699498
0.40	6.0	0.72584
0.40	6.5	0.760423
0.40	7.0	0.733717
0.40	7.5	0.758004
0.40	8.0	0.745377
0.40	8.5	0.729979
0.40	9.0	0.745012
0.40	9.5	0.901629
0.40	10.0	0.903485
0.40	10.5	0.909725
0.40	11.0	0.900921
0.40	11.5	0.908198
0.40	12.0	0.908198
0.40	12.5	0.908198
0.40	13.0	0.880877
0.40	13.5	0.861512
0.40	14.0	0.779452
0.40	14.5	0.780904
0.40	15.0	0.77349
0.40	15.5	0.762871
0.40	16.0	0.717987
0.40	16.5	0.712685
0.40	17.0	0.709319
0.40	17.5	0.766487
0.40	18.0	0.76051
0.40	18.5	0.76051
0.40	19.0	0.747102
0.40	19.5	0.747102
0.40	20.0	0.746587
0.40	20.5	0.746587
0.40	21.0	0.739748
0.40	21.5	0.739748
0.40	22.0	0.718517
0.40	22.5	0.718517
0.40	23.0	0.719815
0.40	23.5	0.720479
0.45	4.0	0.665544
0.45	4.5	0.665544
0.45	5.0	0.661104
0.45	5.5	0.699498
0.45	6.0	0.72584
0.45	6.5	0.760423
0.45	7.0	0.733717
0.45	7.5	0.758004
0.45	8.0	0.745377
0.45	8.5	0.729979
0.45	9.0	0.745012
0.45	9.5	0.901629
0.45	10.0	0.903485
0.45	10.5	0.909725
0.45	11.0	0.900921
0.45	11.5	0.908198
0.45	12.0	0.908198
0.45	12.5	0.908198
0.45	13.0	0.880877
0.45	13.5	0.861512
0.45	14.0	0.779452
0.45	14.5	0.780904
0.45	15.0	0.77349
0.45	15.5	0.762871
0.45	16.0	0.717987
0.45	16.5	0.712685
0.45	17.0	0.709319
0.45	17.5	0.766487
0.45	18.0	0.76051
0.45	18.5	0.76051
0.45	19.0	0.747102
0.45	19.5	0.747102
0.45	20.0	0.746587
0.45	20.5	0.746587
0.45	21.0	0.739748
0.45	21.5	0.739748
0.45	22.0	0.718517
0.45	22.5	0.718517
0.45	23.0	0.719815
0.45	23.5	0.720479
0.50	4.0	0.665544
0.50	4.5	0.665544
0.50	5.0	0.661104
0.50	5.5	0.699498
0.50	6.0	0.72584
0.50	6.5	0.760423
0.50	7.0	0.733717
0.50	7.5	0.758004
0.50	8.0	0.745377
0.50	8.5	0.729979
0.50	9.0	0.745012
0.50	9.5	0.901629
0.50	10.0	0.903485
0.50	10.5	0.909725
0.50	11.0	0.900921
0.50	11.5	0.908198
0.50	12.0	0.908198
0.50	12.5	0.908198
0.50	13.0	0.880877
0.50	13.5	0.861512
0.50	14.0	0.779452
0.50	14.5	0.780904
0.50	15.0	0.77349
0.50	15.5	0.762871
0.50	16.0	0.717987
0.50	16.5	0.712685
0.50	17.0	0.709319
0.50	17.5	0.766487
0.50	18.0	0.76051
0.50	18.5	0.76051
0.50	19.0	0.747102
0.50	19.5	0.747102
0.50	20.0	0.746587
0.50	20.5	0.746587
0.50	21.0	0.739748
0.50	21.5	0.739748
0.50	22.0	0.718517
0.50	22.5	0.718517
0.50	23.0	0.719815
0.50	23.5	0.720479
0.55	4.0	0.665544
0.55	4.5	0.665544
0.55	5.0	0.661104
0.55	5.5	0.699498
0.55	6.0	0.72584
0.55	6.5	0.760423
0.55	7.0	0.733717
0.55	7.5	0.758004
0.55	8.0	0.745377
0.55	8.5	0.729979
0.55	9.0	0.745012
0.55	9.5	0.901629
0.55	10.0	0.903485
0.55	10.5	0.909725
0.55	11.0	0.900921
0.55	11.5	0.908198
0.55	12.0	0.908198
0.55	12.5	0.908198
0.55	13.0	0.880877
0.55	13.5	0.861512
0.55	14.0	0.779452
0.55	14.5	0.780904
0.55	15.0	0.77349
0.55	15.5	0.762871
0.55	16.0	0.717987
0.55	16.5	0.712685
0.55	17.0	0.709319
0.55	17.5	0.766487
0.55	18.0	0.76051
0.55	18.5	0.76051
0.55	19.0	0.747102
0.55	19.5	0.747102
0.55	20.0	0.746587
0.55	20.5	0.746587
0.55	21.0	0.739748
0.55	21.5	0.739748
0.55	22.0	0.718517
0.55	22.5	0.718517
0.55	23.0	0.719815
0.55	23.5	0.720479
0.60	4.0	0.665544
0.60	4.5	0.665544
0.60	5.0	0.661104
0.60	5.5	0.699498
0.60	6.0	0.72584
0.60	6.5	0.760423
0.60	7.0	0.733717
0.60	7.5	0.758004
0.60	8.0	0.745377
0.60	8.5	0.729979
0.60	9.0	0.745012
0.60	9.5	0.901629
0.60	10.0	0.903485
0.60	10.5	0.909725
0.60	11.0	0.900921
0.60	11.5	0.908198
0.60	12.0	0.908198
0.60	12.5	0.908198
0.60	13.0	0.880877
0.60	13.5	0.861512
0.60	14.0	0.779452
0.60	14.5	0.780904
0.60	15.0	0.77349
0.60	15.5	0.762871
0.60	16.0	0.717987
0.60	16.5	0.712685
0.60	17.0	0.709319
0.60	17.5	0.766487
0.60	18.0	0.76051
0.60	18.5	0.76051
0.60	19.0	0.747102
0.60	19.5	0.747102
0.60	20.0	0.746587
0.60	20.5	0.746587
0.60	21.0	0.739748
0.60	21.5	0.739748
0.60	22.0	0.718517
0.60	22.5	0.718517
0.60	23.0	0.719815
0.60	23.5	0.720479
0.65	4.0	0.665544
0.65	4.5	0.665544
0.65	5.0	0.661104
0.65	5.5	0.699498
0.65	6.0	0.72584
0.65	6.5	0.760423
0.65	7.0	0.733717
0.65	7.5	0.758004
0.65	8.0	0.745377
0.65	8.5	0.729979
0.65	9.0	0.745012
0.65	9.5	0.901629
0.65	10.0	0.903485
0.65	10.5	0.909725
0.65	11.0	0.900921
0.65	11.5	0.908198
0.65	12.0	0.908198
0.65	12.5	0.908198
0.65	13.0	0.880877
0.65	13.5	0.861512
0.65	14.0	0.779452
0.65	14.5	0.780904
0.65	15.0	0.77349
0.65	15.5	0.762871
0.65	16.0	0.717987
0.65	16.5	0.712685
0.65	17.0	0.709319
0.65	17.5	0.766487
0.65	18.0	0.76051
0.65	18.5	0.76051
0.65	19.0	0.747102
0.65	19.5	0.747102
0.65	20.0	0.746587
0.65	20.5	0.746587
0.65	21.0	0.739748
0.65	21.5	0.739748
0.65	22.0	0.718517
0.65	22.5	0.718517
0.65	23.0	0.719815
0.65	23.5	0.720479
0.70	4.0	0.665544
0.70	4.5	0.665544
0.70	5.0	0.661104
0.70	5.5	0.699498
0.70	6.0	0.72584
0.70	6.5	0.760423
0.70	7.0	0.733717
0.70	7.5	0.758004
0.70	8.0	0.745377
0.70	8.5	0.729979
0.70	9.0	0.745012
0.70	9.5	0.901629
0.70	10.0	0.903485
0.70	10.5	0.909725
0.70	11.0	0.900921
0.70	11.5	0.908198
0.70	12.0	0.908198
0.70	12.5	0.908198
0.70	13.0	0.880877
0.70	13.5	0.861512
0.70	14.0	0.779452
0.70	14.5	0.780904
0.70	15.0	0.77349
0.70	15.5	0.762871
0.70	16.0	0.717987
0.70	16.5	0.712685
0.70	17.0	0.709319
0.70	17.5	0.766487
0.70	18.0	0.76051
0.70	18.5	0.76051
0.70	19.0	0.747102
0.70	19.5	0.747102
0.70	20.0	0.746587
0.70	20.5	0.746587
0.70	21.0	0.739748
0.70	21.5	0.739748
0.70	22.0	0.718517
0.70	22.5	0.718517
0.70	23.0	0.719815
0.70	23.5	0.720479
0.75	4.0	0.665544
0.75	4.5	0.665544
0.75	5.0	0.661104
0.75	5.5	0.699498
0.75	6.0	0.72584
0.75	6.5	0.760423
0.75	7.0	0.733717
0.75	7.5	0.758004
0.75	8.0	0.745377
0.75	8.5	0.729979
0.75	9.0	0.745012
0.75	9.5	0.901629
0.75	10.0	0.903485
0.75	10.5	0.909725
0.75	11.0	0.900921
0.75	11.5	0.908198
0.75	12.0	0.908198
0.75	12.5	0.908198
0.75	13.0	0.880877
0.75	13.5	0.861512
0.75	14.0	0.779452
0.75	14.5	0.780904
0.75	15.0	0.77349
0.75	15.5	0.762871
0.75	16.0	0.717987
0.75	16.5	0.712685
0.75	17.0	0.709319
0.75	17.5	0.766487
0.75	18.0	0.76051
0.75	18.5	0.76051
0.75	19.0	0.747102
0.75	19.5	0.747102
0.75	20.0	0.746587
0.75	20.5	0.746587
0.75	21.0	0.739748
0.75	21.5	0.739748
0.75	22.0	0.718517
0.75	22.5	0.718517
0.75	23.0	0.719815
0.75	23.5	0.720479
0.80	4.0	0.665544
0.80	4.5	0.665544
0.80	5.0	0.661104
0.80	5.5	0.699498
0.80	6.0	0.72584
0.80	6.5	0.760423
0.80	7.0	0.733717
0.80	7.5	0.758004
0.80	8.0	0.745377
0.80	8.5	0.729979
0.80	9.0	0.745012
0.80	9.5	0.901629
0.80	10.0	0.903485
0.80	10.5	0.909725
0.80	11.0	0.900921
0.80	11.5	0.908198
0.80	12.0	0.908198
0.80	12.5	0.908198
0.80	13.0	0.880877
0.80	13.5	0.861512
0.80	14.0	0.779452
0.80	14.5	0.780904
0.80	15.0	0.77349
0.80	15.5	0.762871
0.80	16.0	0.717987
0.80	16.5	0.712685
0.80	17.0	0.709319
0.80	17.5	0.766487
0.80	18.0	0.76051
0.80	18.5	0.76051
0.80	19.0	0.747102
0.80	19.5	0.747102
0.80	20.0	0.746587
0.80	20.5	0.746587
0.80	21.0	0.739748
0.80	21.5	0.739748
0.80	22.0	0.718517
0.80	22.5	0.718517
0.80	23.0	0.719815
0.80	23.5	0.720479
0.85	4.0	0.665544
0.85	4.5	0.665544
0.85	5.0	0.661104
0.85	5.5	0.699498
0.85	6.0	0.72584
0.85	6.5	0.760423
0.85	7.0	0.733717
0.85	7.5	0.758004
0.85	8.0	0.745377
0.85	8.5	0.729979
0.85	9.0	0.745012
0.85	9.5	0.901629
0.85	10.0	0.903485
0.85	10.5	0.909725
0.85	11.0	0.900921
0.85	11.5	0.908198
0.85	12.0	0.908198
0.85	12.5	0.908198
0.85	13.0	0.880877
0.85	13.5	0.861512
0.85	14.0	0.779452
0.85	14.5	0.780904
0.85	15.0	0.77349
0.85	15.5	0.762871
0.85	16.0	0.717987
0.85	16.5	0.712685
0.85	17.0	0.709319
0.85	17.5	0.766487
0.85	18.0	0.76051
0.85	18.5	0.76051
0.85	19.0	0.747102
0.85	19.5	0.747102
0.85	20.0	0.746587
0.85	20.5	0.746587
0.85	21.0	0.739748
0.85	21.5	0.739748
0.85	22.0	0.718517
0.85	22.5	0.718517
0.85	23.0	0.719815
0.85	23.5	0.720479
