0.30	4.0	0.77195
0.30	4.5	0.77195
0.30	5.0	0.909825
0.30	5.5	0.760875
0.30	6.0	0.62785
0.30	6.5	0.66315
0.30	7.0	0.54656
0.30	7.5	0.6332
0.30	8.0	0.639225
0.30	8.5	0.639225
0.30	9.0	0.74875
0.30	9.5	0.865125
0.30	10.0	0.88925
0.30	10.5	0.88925
0.30	11.0	0.870175
0.30	11.5	0.889175
0.30	12.0	0.889175
0.30	12.5	0.889175
0.30	13.0	0.889175
0.30	13.5	0.889175
0.30	14.0	0.7531
0.30	14.5	0.7531
0.30	15.0	0.7405
0.30	15.5	0.6676
0.30	16.0	0.6676
0.30	16.5	0.6676
0.30	17.0	0.65885
0.30	17.5	0.65885
0.30	18.0	0.65885
0.30	18.5	0.65885
0.30	19.0	0.65885
0.30	19.5	0.65885
0.30	20.0	0.65885
0.30	20.5	0.65885
0.30	21.0	0.6891
0.30	21.5	0.6891
0.30	22.0	0.6891
0.30	22.5	0.6891
0.30	23.0	0.6891
0.30	23.5	0.690825
0.35	4.0	0.47955
0.35	4.5	0.47955
0.35	5.0	0.6129
0.35	5.5	0.713175
0.35	6.0	0.58015
0.35	6.5	0.62415
0.35	7.0	0.587625
0.35	7.5	0.6332
0.35	8.0	0.639225
0.35	8.5	0.639225
0.35	9.0	0.649625
0.35	9.5	0.89985
0.35	10.0	0.89985
0.35	10.5	0.89985
0.35	11.0	0.880775
0.35	11.5	0.899775
0.35	12.0	0.899775
0.35	12.5	0.899775
0.35	13.0	0.757
0.35	13.5	0.757
0.35	14.0	0.7401
0.35	14.5	0.7401
0.35	15.0	0.7275
0.35	15.5	0.7275
0.35	16.0	0.668075
0.35	16.5	0.668075
0.35	17.0	0.659325
0.35	17.5	0.659325
0.35	18.0	0.659325
0.35	18.5	0.659325
0.35	19.0	0.659325
0.35	19.5	0.659325
0.35	20.0	0.659325
0.35	20.5	0.659325
0.35	21.0	0.689575
0.35	21.5	0.689575
0.35	22.0	0.689575
0.35	22.5	0.689575
0.35	23.0	0.689575
0.35	23.5	0.6913
0.40	4.0	0.47955
0.40	4.5	0.47955
0.40	5.0	0.6129
0.40	5.5	0.713175
0.40	6.0	0.713175
0.40	6.5	0.666275
0.40	7.0	0.62975
0.40	7.5	0.675325
0.40	8.0	0.66955
0.40	8.5	0.748475
0.40	9.0	0.758875
0.40	9.5	0.89985
0.40	10.0	0.89985
0.40	10.5	0.89985
0.40	11.0	0.880775
0.40	11.5	0.899775
0.40	12.0	0.899775
0.40	12.5	0.899775
